0.2719,0.2719,0.2719,0.1631,0.1631,0.1631,0.3806,0.3987,0.3383,0.4592,352436.5688,352436.5688,352436.5688,211461.9413,211461.9413,211461.9413,493411.1963,516906.9675,438587.73,595226.205
670085.186,670085.186,670085.186,402051.1117,402051.1117,402051.1117,938119.2605,982791.6062,833883.7872,1131699.425,335649.825,335649.825,335649.825,201389.895,201389.895,201389.895,469909.755,492286.41,417697.56,566875.26
1193713.05,1193713.05,1193713.05,716227.8298,716227.8298,716227.8298,1671198.27,1750779.14,1485509.573,2016048.706,366044.5688,366044.5688,366044.5688,219626.7413,219626.7413,219626.7413,512462.3963,536865.3675,455522.13,618208.605
69901.5031,69901.5031,69901.5031,41940.9019,41940.9019,41940.9019,97862.1042,102522.2044,86988.5371,118055.8718,142511.9063,142511.9063,142511.9063,85507.14375,85507.14375,85507.14375,199516.6688,209017.4625,177348.15,240686.775
0.4171,0.4171,0.4171,0.2502,0.2502,0.2502,0.5838,0.6116,0.519,0.7043,352436.5688,352436.5688,352436.5688,211461.9413,211461.9413,211461.9413,493411.1963,516906.9675,438587.73,595226.205
167857.3611,167857.3611,167857.3611,100714.4166,100714.4166,100714.4166,235000.3053,246190.7961,208889.1603,283492.4319,335649.825,335649.825,335649.825,201389.895,201389.895,201389.895,469909.755,492286.41,417697.56,566875.26
889151.3203,889151.3203,889151.3203,533490.7921,533490.7921,533490.7921,1244811.848,1304088.603,1106499.421,1501677.785,366044.5688,366044.5688,366044.5688,219626.7413,219626.7413,219626.7413,512462.3963,536865.3675,455522.13,618208.605
110588.1483,110588.1483,110588.1483,66352.889,66352.889,66352.889,154823.4077,162195.951,137620.8068,186771.095,142511.9063,142511.9063,142511.9063,85507.14375,85507.14375,85507.14375,199516.6688,209017.4625,177348.15,240686.775
0.4714,0.4714,0.4714,0.2828,0.2828,0.2828,0.6598,0.6913,0.5865,0.796,352436.5688,352436.5688,352436.5688,211461.9413,211461.9413,211461.9413,493411.1963,516906.9675,438587.73,595226.205
1340027.197,1340027.197,1340027.197,804016.3181,804016.3181,804016.3181,1876038.075,1965373.222,1667589.4,2263157.043,335649.825,335649.825,335649.825,201389.895,201389.895,201389.895,469909.755,492286.41,417697.56,566875.26
2108688.84,2108688.84,2108688.84,1265213.304,1265213.304,1265213.304,2952164.376,3092743.631,2624146.112,3561341.151,366044.5688,366044.5688,366044.5688,219626.7413,219626.7413,219626.7413,512462.3963,536865.3675,455522.13,618208.605
220227.863,220227.863,220227.863,132136.7178,132136.7178,132136.7178,308319.0082,323000.8658,274061.3407,371940.3908,142511.9063,142511.9063,142511.9063,85507.14375,85507.14375,85507.14375,199516.6688,209017.4625,177348.15,240686.775
1.3914,1.3914,1.3914,0.8349,0.8349,0.8349,1.9479,2.0407,1.7315,2.3499,352436.5688,352436.5688,352436.5688,211461.9413,211461.9413,211461.9413,493411.1963,516906.9675,438587.73,595226.205
1580183.92,1580183.92,1580183.92,948110.3519,948110.3519,948110.3519,2212257.488,2317603.083,1966451.1,2668755.065,335649.825,335649.825,335649.825,201389.895,201389.895,201389.895,469909.755,492286.41,417697.56,566875.26
2093875.601,2093875.601,2093875.601,1256325.36,1256325.36,1256325.36,2931425.841,3071017.547,2605711.858,3536323.236,366044.5688,366044.5688,366044.5688,219626.7413,219626.7413,219626.7413,512462.3963,536865.3675,455522.13,618208.605
165147.6776,165147.6776,165147.6776,99088.6066,99088.6066,99088.6066,231206.7488,242216.5939,205517.11,278916.0777,142511.9063,142511.9063,142511.9063,85507.14375,85507.14375,85507.14375,199516.6688,209017.4625,177348.15,240686.775
0.5654,0.5654,0.5654,0.3392,0.3392,0.3392,0.7915,0.8292,0.7036,0.9548,352436.5688,352436.5688,352436.5688,211461.9413,211461.9413,211461.9413,493411.1963,516906.9675,438587.73,595226.205
329340.645,329340.645,329340.645,197604.3871,197604.3871,197604.3871,461076.9032,483032.9463,409846.1361,556219.7562,335649.825,335649.825,335649.825,201389.895,201389.895,201389.895,469909.755,492286.41,417697.56,566875.26
817548.9004,817548.9004,817548.9004,490529.3404,490529.3404,490529.3404,1144568.461,1199071.721,1017394.187,1380749.254,366044.5688,366044.5688,366044.5688,219626.7413,219626.7413,219626.7413,512462.3963,536865.3675,455522.13,618208.605
38514.4012,38514.4012,38514.4012,23108.6407,23108.6407,23108.6407,53920.1617,56487.7885,47929.0327,65046.5444,176042.8688,176042.8688,176042.8688,105625.7213,105625.7213,105625.7213,246460.0163,258196.2075,219075.57,297316.845